Player,G,AST,BLK,DREB,FG3A,FG3M,FG3_PCT,FGA,FGM,FG_PCT,FTA,FTM,FT_PCT,GAME_DATE,Game_ID,MATCHUP,MIN,OREB,PF,PLUS_MINUS,PTS,Player_ID,REB,SEASON_ID,STL,TOV,VIDEO_AVAILABLE,WL,FPTS
"Arthur, Darrell",0,0,0,1,0,0,0,3,2,0.667,0,0,0,29-Dec-15,21500473,DEN vs. CLE,10,0,0,-5,4,201589,1,22015,0,0,0,,5
"Arthur, Darrell",1,1,0,0,2,1,0.5,5,1,0.2,2,2,1,27-Dec-15,21500456,DEN @ OKC,19,2,1,-2,5,201589,2,22015,1,1,1,L,11
"Arthur, Darrell",2,1,0,1,0,0,0,6,3,0.5,0,0,0,26-Dec-15,21500450,DEN @ SAS,20,0,5,9,6,201589,1,22015,0,1,1,L,8
"Arthur, Darrell",3,3,2,9,2,1,0.5,14,9,0.643,0,0,0,23-Dec-15,21500433,DEN @ PHX,28,1,3,11,19,201589,10,22015,1,3,1,W,42
"Arthur, Darrell",4,1,0,2,2,1,0.5,8,4,0.5,0,0,0,22-Dec-15,21500422,DEN vs. LAL,20,1,4,4,9,201589,3,22015,0,0,1,L,14
"Arthur, Darrell",5,0,0,0,0,0,0,1,1,1,0,0,0,20-Dec-15,21500409,DEN vs. NOP,6,0,0,3,2,201589,0,22015,0,0,1,L,2
"Arthur, Darrell",6,0,2,1,0,0,0,7,3,0.429,0,0,0,18-Dec-15,21500395,DEN @ UTA,18,0,0,1,6,201589,1,22015,2,0,1,L,15
"Arthur, Darrell",7,0,1,0,1,0,0,6,3,0.5,0,0,0,15-Dec-15,21500368,DEN @ MIN,15,0,1,2,6,201589,0,22015,2,1,1,W,11
"Arthur, Darrell",8,0,0,1,0,0,0,1,0,0,0,0,0,8-Dec-15,21500317,DEN vs. ORL,7,0,0,3,0,201589,1,22015,1,0,1,L,3
"Arthur, Darrell",9,2,1,2,4,2,0.5,6,3,0.5,0,0,0,5-Dec-15,21500289,DEN @ PHI,21,1,6,-5,8,201589,3,22015,2,1,1,W,21
"Arthur, Darrell",10,2,2,5,3,3,1,14,8,0.571,0,0,0,3-Dec-15,21500278,DEN @ TOR,27,1,3,-3,19,201589,6,22015,2,0,1,W,39
"Arthur, Darrell",11,0,1,0,0,0,0,10,6,0.6,2,1,0.5,2-Dec-15,21500273,DEN @ CHI,19,2,2,-7,13,201589,2,22015,1,0,1,L,19
"Arthur, Darrell",12,0,0,2,0,0,0,5,2,0.4,0,0,0,30-Nov-15,21500258,DEN @ MIL,21,1,2,-1,4,201589,3,22015,2,2,1,L,10
"Arthur, Darrell",13,1,2,2,0,0,0,13,8,0.615,0,0,0,28-Nov-15,21500241,DEN @ DAL,31,3,3,-10,16,201589,5,22015,2,3,1,L,30
"Arthur, Darrell",14,0,0,3,0,0,0,6,1,0.167,0,0,0,27-Nov-15,21500235,DEN vs. SAS,25,2,2,-6,2,201589,5,22015,1,0,1,L,10
"Arthur, Darrell",15,1,0,4,0,0,0,10,5,0.5,2,1,0.5,24-Nov-15,21500212,DEN vs. LAC,30,1,5,-10,11,201589,5,22015,0,3,1,L,17
"Arthur, Darrell",16,0,0,5,1,1,1,12,9,0.75,4,2,0.5,22-Nov-15,21500200,DEN vs. GSW,34,3,3,-3,21,201589,8,22015,1,1,1,L,33
"Arthur, Darrell",17,1,0,0,0,0,0,9,4,0.444,0,0,0,20-Nov-15,21500185,DEN vs. PHX,19,3,2,6,8,201589,3,22015,0,0,1,L,13
"Arthur, Darrell",18,0,0,3,2,1,0.5,9,4,0.444,0,0,0,18-Nov-15,21500172,DEN @ SAS,18,2,1,-7,9,201589,5,22015,0,1,1,L,15
"Arthur, Darrell",19,0,1,1,0,0,0,3,1,0.333,0,0,0,14-Nov-15,21500143,DEN @ PHX,8,0,2,-4,2,201589,1,22015,0,0,1,L,5
"Arthur, Darrell",20,1,0,3,0,0,0,2,0,0,0,0,0,13-Nov-15,21500136,DEN vs. HOU,12,0,2,9,0,201589,3,22015,1,0,1,W,7
"Arthur, Darrell",21,3,2,1,1,0,0,3,1,0.333,0,0,0,11-Nov-15,21500121,DEN vs. MIL,18,0,2,8,2,201589,1,22015,0,0,1,W,11
"Arthur, Darrell",22,1,2,3,1,0,0,5,1,0.2,0,0,0,9-Nov-15,21500102,DEN vs. POR,20,0,3,2,2,201589,3,22015,0,1,1,W,10
"Arthur, Darrell",23,1,0,1,1,0,0,5,1,0.2,2,2,1,6-Nov-15,21500083,DEN @ GSW,12,2,4,6,4,201589,3,22015,1,0,1,L,11
"Arthur, Darrell",24,1,0,2,1,0,0,5,1,0.2,0,0,0,5-Nov-15,21500073,DEN vs. UTA,14,2,2,-14,2,201589,4,22015,2,0,1,L,12
"Arthur, Darrell",25,1,1,4,1,0,0,5,1,0.2,0,0,0,3-Nov-15,21500059,DEN @ LAL,16,0,2,-1,2,201589,4,22015,0,0,1,W,10
"Arthur, Darrell",26,1,1,2,0,0,0,7,3,0.429,0,0,0,1-Nov-15,21500044,DEN @ OKC,24,2,5,-15,6,201589,4,22015,1,0,1,L,16
"Arthur, Darrell",27,2,1,6,3,1,0.333,7,1,0.143,0,0,0,30-Oct-15,21500029,DEN vs. MIN,26,3,5,-6,3,201589,9,22015,0,1,1,L,19
"Arthur, Darrell",28,1,2,1,1,1,1,5,2,0.4,0,0,0,28-Oct-15,21500010,DEN @ HOU,16,1,1,-3,5,201589,2,22015,0,1,1,W,5
"Mudiay, Emmanuel",0,1,0,2,2,0,0,5,1,0.2,0,0,0,11-Dec-15,21500340,DEN vs. MIN,12,0,2,-8,2,1626144,2,22015,0,2,1,W,5
"Mudiay, Emmanuel",1,4,1,1,1,0,0,5,2,0.4,2,2,1,8-Dec-15,21500317,DEN vs. ORL,22,2,1,-6,6,1626144,3,22015,1,5,1,L,17
"Mudiay, Emmanuel",2,6,0,3,3,1,0.333,12,4,0.333,2,1,0.5,5-Dec-15,21500289,DEN @ PHI,31,2,1,-3,10,1626144,5,22015,1,7,1,W,24
"Mudiay, Emmanuel",3,9,0,3,2,1,0.5,9,2,0.222,0,0,0,3-Dec-15,21500278,DEN @ TOR,32,0,2,12,5,1626144,3,22015,0,3,1,W,21
"Mudiay, Emmanuel",4,7,1,2,2,0,0,13,2,0.154,2,0,0,2-Dec-15,21500273,DEN @ CHI,30,1,1,2,4,1626144,3,22015,2,2,1,L,23
"Mudiay, Emmanuel",5,4,0,1,5,1,0.2,11,3,0.273,4,3,0.75,30-Nov-15,21500258,DEN @ MIL,29,0,2,-11,10,1626144,1,22015,1,5,1,L,17
"Mudiay, Emmanuel",6,4,0,5,3,0,0,15,5,0.333,4,2,0.5,28-Nov-15,21500241,DEN @ DAL,34,0,4,-5,12,1626144,5,22015,1,2,1,L,25
"Mudiay, Emmanuel",7,3,0,2,1,0,0,14,3,0.214,3,3,1,27-Nov-15,21500235,DEN vs. SAS,29,1,3,-13,9,1626144,3,22015,0,2,1,L,16
"Mudiay, Emmanuel",8,4,0,2,3,1,0.333,8,3,0.375,0,0,0,24-Nov-15,21500212,DEN vs. LAC,24,1,4,-17,7,1626144,3,22015,1,3,1,L,17
"Mudiay, Emmanuel",9,8,1,1,4,1,0.25,21,6,0.286,4,4,1,22-Nov-15,21500200,DEN vs. GSW,33,1,2,-10,17,1626144,2,22015,1,3,1,L,34
"Mudiay, Emmanuel",10,5,1,2,3,1,0.333,16,10,0.625,7,5,0.714,20-Nov-15,21500185,DEN vs. PHX,29,1,2,-8,26,1626144,3,22015,3,6,1,L,42
"Mudiay, Emmanuel",11,7,0,2,0,0,0,12,2,0.167,1,1,1,18-Nov-15,21500172,DEN @ SAS,27,1,2,-18,5,1626144,3,22015,0,2,1,L,18
"Mudiay, Emmanuel",12,8,2,2,1,0,0,14,5,0.357,3,2,0.667,17-Nov-15,21500163,DEN @ NOP,33,1,1,17,12,1626144,3,22015,1,2,1,W,32
"Mudiay, Emmanuel",13,1,1,5,7,1,0.143,18,6,0.333,0,0,0,14-Nov-15,21500143,DEN @ PHX,24,0,0,-4,13,1626144,5,22015,0,3,1,L,21
"Mudiay, Emmanuel",14,11,2,3,3,0,0,10,1,0.1,0,0,0,13-Nov-15,21500136,DEN vs. HOU,33,1,2,7,2,1626144,4,22015,2,9,1,W,27
"Mudiay, Emmanuel",15,11,0,2,6,1,0.167,16,5,0.313,8,5,0.625,11-Nov-15,21500121,DEN vs. MIL,35,1,1,2,16,1626144,3,22015,1,1,1,W,39
"Mudiay, Emmanuel",16,5,2,5,3,1,0.333,12,6,0.5,7,5,0.714,9-Nov-15,21500102,DEN vs. POR,28,1,3,-4,18,1626144,6,22015,0,2,1,W,36
"Mudiay, Emmanuel",17,5,1,3,4,0,0,19,6,0.316,2,1,0.5,6-Nov-15,21500083,DEN @ GSW,30,1,3,-11,13,1626144,4,22015,4,4,1,L,33
"Mudiay, Emmanuel",18,3,0,6,3,1,0.333,8,2,0.25,4,3,0.75,5-Nov-15,21500073,DEN vs. UTA,30,1,2,-9,8,1626144,7,22015,0,3,1,L,20
"Mudiay, Emmanuel",19,10,1,1,4,3,0.75,13,3,0.231,3,3,1,3-Nov-15,21500059,DEN @ LAL,31,1,4,10,12,1626144,2,22015,1,6,1,W,33
"Mudiay, Emmanuel",20,5,0,3,3,0,0,14,3,0.214,0,0,0,1-Nov-15,21500044,DEN @ OKC,27,1,1,-20,6,1626144,4,22015,1,4,1,L,18
"Mudiay, Emmanuel",21,2,2,2,5,2,0.4,15,5,0.333,6,3,0.5,30-Oct-15,21500029,DEN vs. MIN,27,0,2,-13,15,1626144,2,22015,2,4,1,L,27
"Mudiay, Emmanuel",22,9,0,5,5,3,0.6,13,6,0.462,4,2,0.5,28-Oct-15,21500010,DEN @ HOU,38,0,4,13,17,1626144,5,22015,0,11,1,W,17
"Nelson, Jameer",0,5,0,3,1,0,0,6,0,0,0,0,0,29-Dec-15,21500473,DEN vs. CLE,16,0,2,-12,0,2749,3,22015,0,0,0,,11
"Nelson, Jameer",1,5,0,7,6,3,0.5,11,5,0.455,2,2,1,27-Dec-15,21500456,DEN @ OKC,43,1,4,-13,15,2749,8,22015,0,2,1,L,33
"Nelson, Jameer",2,3,0,5,3,0,0,7,2,0.286,0,0,0,26-Dec-15,21500450,DEN @ SAS,21,0,2,-16,4,2749,5,22015,0,2,1,L,13
"Nelson, Jameer",3,8,0,3,4,0,0,9,2,0.222,2,1,0.5,22-Dec-15,21500422,DEN vs. LAL,30,0,2,-5,5,2749,3,22015,0,2,1,L,19
"Nelson, Jameer",4,6,0,2,6,3,0.5,12,6,0.5,0,0,0,20-Dec-15,21500409,DEN vs. NOP,37,0,4,-13,15,2749,2,22015,0,2,1,L,27
"Nelson, Jameer",5,6,1,3,4,1,0.25,8,5,0.625,4,4,1,18-Dec-15,21500395,DEN @ UTA,33,2,4,-13,15,2749,5,22015,1,2,1,L,33
"Nelson, Jameer",6,4,0,3,3,2,0.667,7,4,0.571,0,0,0,15-Dec-15,21500368,DEN @ MIN,23,0,4,0,10,2749,3,22015,2,2,1,W,23
"Nelson, Jameer",7,7,0,3,6,2,0.333,13,4,0.308,0,0,0,14-Dec-15,21500365,DEN vs. HOU,37,2,3,9,10,2749,5,22015,0,4,1,W,25
"Nelson, Jameer",8,7,0,5,7,4,0.571,12,7,0.583,2,2,1,11-Dec-15,21500340,DEN vs. MIN,38,1,5,13,20,2749,6,22015,2,3,1,W,42
"Nelson, Jameer",9,5,1,3,5,2,0.4,8,2,0.25,0,0,0,8-Dec-15,21500317,DEN vs. ORL,26,0,2,-5,6,2749,3,22015,2,1,1,L,23
"Nelson, Jameer",10,3,0,2,4,2,0.5,9,4,0.444,0,0,0,5-Dec-15,21500289,DEN @ PHI,26,0,1,2,10,2749,2,22015,0,1,1,W,17
"Nelson, Jameer",11,7,0,4,1,0,0,3,1,0.333,0,0,0,3-Dec-15,21500278,DEN @ TOR,28,1,1,-8,2,2749,5,22015,0,2,1,W,17
"Nelson, Jameer",12,3,0,2,1,0,0,2,0,0,0,0,0,2-Dec-15,21500273,DEN @ CHI,18,0,3,-11,0,2749,2,22015,0,0,1,L,7
"Nelson, Jameer",13,4,0,1,3,0,0,7,3,0.429,0,0,0,30-Nov-15,21500258,DEN @ MIL,25,0,5,-7,6,2749,1,22015,2,2,1,L,16
"Nelson, Jameer",14,3,0,2,2,0,0,4,1,0.25,0,0,0,28-Nov-15,21500241,DEN @ DAL,17,0,1,-5,2,2749,2,22015,1,2,1,L,10
"Nelson, Jameer",15,2,0,1,4,2,0.5,10,5,0.5,0,0,0,27-Nov-15,21500235,DEN vs. SAS,22,0,3,-4,12,2749,1,22015,0,1,1,L,16
"Nelson, Jameer",16,3,0,1,1,0,0,5,1,0.2,0,0,0,24-Nov-15,21500212,DEN vs. LAC,24,0,1,0,2,2749,1,22015,0,1,1,L,7
"Nelson, Jameer",17,2,0,2,1,0,0,4,2,0.5,0,0,0,22-Nov-15,21500200,DEN vs. GSW,24,0,3,-12,4,2749,2,22015,0,4,1,L,7
"Nelson, Jameer",18,7,0,1,4,0,0,8,1,0.125,0,0,0,20-Nov-15,21500185,DEN vs. PHX,24,1,2,0,2,2749,2,22015,0,0,1,L,15
"Nelson, Jameer",19,4,0,2,4,1,0.25,8,3,0.375,0,0,0,18-Nov-15,21500172,DEN @ SAS,21,0,3,7,7,2749,2,22015,0,1,1,L,15
"Nelson, Jameer",20,4,0,3,6,4,0.667,11,6,0.545,0,0,0,17-Nov-15,21500163,DEN @ NOP,26,1,4,9,16,2749,4,22015,1,0,1,W,31
"Nelson, Jameer",21,1,0,0,5,0,0,11,2,0.182,2,2,1,14-Nov-15,21500143,DEN @ PHX,26,0,2,-20,6,2749,0,22015,0,1,1,L,7
"Nelson, Jameer",22,3,0,4,1,0,0,8,5,0.625,5,3,0.6,13-Nov-15,21500136,DEN vs. HOU,28,1,2,15,13,2749,5,22015,0,1,1,W,23
"Nelson, Jameer",23,5,0,1,6,2,0.333,8,4,0.5,0,0,0,6-Nov-15,21500083,DEN @ GSW,21,0,3,-12,10,2749,1,22015,2,4,1,L,21
"Nelson, Jameer",24,4,0,1,2,0,0,4,1,0.25,3,2,0.667,5-Nov-15,21500073,DEN vs. UTA,19,0,0,-12,4,2749,1,22015,1,2,1,L,12
"Nelson, Jameer",25,9,0,4,3,0,0,7,1,0.143,2,2,1,3-Nov-15,21500059,DEN @ LAL,26,0,4,9,4,2749,4,22015,0,3,1,W,21
"Nelson, Jameer",26,7,0,0,5,2,0.4,13,5,0.385,1,1,1,1-Nov-15,21500044,DEN @ OKC,27,1,3,-6,13,2749,1,22015,1,2,1,L,26
"Nelson, Jameer",27,4,0,2,4,1,0.25,10,1,0.1,0,0,0,30-Oct-15,21500029,DEN vs. MIN,26,0,2,2,3,2749,2,22015,1,1,1,L,13
"Nelson, Jameer",28,3,0,5,5,2,0.4,9,4,0.444,0,0,0,28-Oct-15,21500010,DEN @ HOU,25,0,6,6,10,2749,5,22015,1,3,1,W,10
"Miller, Mike",0,0,0,3,0,0,0,0,0,0,0,0,0,26-Dec-15,21500450,DEN @ SAS,13,0,0,-10,0,2034,3,22015,0,0,1,L,3
"Miller, Mike",1,4,0,5,2,0,0,2,0,0,0,0,0,23-Dec-15,21500433,DEN @ PHX,18,1,1,-13,0,2034,6,22015,1,3,1,W,14
"Miller, Mike",2,2,1,1,1,0,0,1,0,0,0,0,0,20-Dec-15,21500409,DEN vs. NOP,11,0,3,5,0,2034,1,22015,1,0,1,L,8
"Miller, Mike",3,2,0,0,1,0,0,1,0,0,0,0,0,15-Dec-15,21500368,DEN @ MIN,10,0,1,6,0,2034,0,22015,1,0,1,W,5
"Miller, Mike",4,2,0,0,3,1,0.333,3,1,0.333,0,0,0,14-Dec-15,21500365,DEN vs. HOU,9,0,1,-4,3,2034,0,22015,0,0,1,W,6
"Miller, Mike",5,0,0,3,0,0,0,0,0,0,0,0,0,11-Dec-15,21500340,DEN vs. MIN,15,0,1,-1,0,2034,3,22015,0,0,1,W,3
"Miller, Mike",6,2,0,1,2,0,0,2,0,0,0,0,0,8-Dec-15,21500317,DEN vs. ORL,10,1,2,-3,0,2034,2,22015,1,1,1,L,7
"Miller, Mike",7,6,0,1,2,2,1,3,3,1,0,0,0,5-Dec-15,21500289,DEN @ PHI,16,0,2,-1,8,2034,1,22015,0,1,1,W,18
"Miller, Mike",8,0,0,1,3,1,0.333,4,1,0.25,0,0,0,3-Dec-15,21500278,DEN @ TOR,12,0,1,7,3,2034,1,22015,0,0,1,W,4
"Miller, Mike",9,0,1,3,1,0,0,2,1,0.5,0,0,0,2-Dec-15,21500273,DEN @ CHI,14,0,1,-7,2,2034,3,22015,0,0,1,L,7
"Miller, Mike",10,1,0,0,0,0,0,0,0,0,0,0,0,30-Nov-15,21500258,DEN @ MIL,1,0,0,1,0,2034,0,22015,0,0,1,L,1
"Miller, Mike",11,2,0,2,0,0,0,0,0,0,0,0,0,28-Nov-15,21500241,DEN @ DAL,13,0,2,-3,0,2034,2,22015,0,0,1,L,5
"Miller, Mike",12,2,0,3,3,1,0.333,3,1,0.333,0,0,0,27-Nov-15,21500235,DEN vs. SAS,20,0,4,-3,3,2034,3,22015,2,3,1,L,12
"Miller, Mike",13,0,0,1,4,3,0.75,4,3,0.75,0,0,0,24-Nov-15,21500212,DEN vs. LAC,13,0,3,-9,9,2034,1,22015,1,0,1,L,13
"Miller, Mike",14,0,0,0,1,0,0,1,0,0,0,0,0,17-Nov-15,21500163,DEN @ NOP,4,0,0,-8,0,2034,0,22015,0,0,1,W,0
"Miller, Mike",15,1,0,1,1,1,1,1,1,1,0,0,0,14-Nov-15,21500143,DEN @ PHX,2,0,0,4,3,2034,1,22015,0,0,1,L,6
"Miller, Mike",16,0,0,0,0,0,0,0,0,0,0,0,0,13-Nov-15,21500136,DEN vs. HOU,0,0,0,2,0,2034,0,22015,0,0,1,W,0
"Miller, Mike",17,0,0,2,1,0,0,1,0,0,0,0,0,6-Nov-15,21500083,DEN @ GSW,8,0,1,-10,0,2034,2,22015,2,0,1,L,6
"Miller, Mike",18,0,0,0,1,0,0,1,0,0,0,0,0,5-Nov-15,21500073,DEN vs. UTA,2,0,0,2,0,2034,0,22015,0,0,1,L,0
"Miller, Mike",19,0,0,2,4,3,0.75,4,3,0.75,0,0,0,3-Nov-15,21500059,DEN @ LAL,8,0,1,5,9,2034,2,22015,0,0,1,W,13
"Miller, Mike",20,1,0,0,0,0,0,0,0,0,0,0,0,1-Nov-15,21500044,DEN @ OKC,3,0,0,3,0,2034,0,22015,0,0,1,L,1
"Miller, Mike",21,0,0,2,1,0,0,1,0,0,0,0,0,30-Oct-15,21500029,DEN vs. MIN,9,0,0,5,0,2034,2,22015,0,1,1,L,2
"Miller, Mike",22,0,0,0,0,0,0,0,0,0,0,0,0,28-Oct-15,21500010,DEN @ HOU,1,0,1,2,0,2034,0,22015,0,0,1,W,0
"Foye, Randy",0,2,0,2,1,0,0,3,0,0,0,0,0,29-Dec-15,21500473,DEN vs. CLE,9,0,0,-3,0,200751,2,22015,0,0,0,,5
"Foye, Randy",1,3,0,2,2,0,0,5,2,0.4,0,0,0,27-Dec-15,21500456,DEN @ OKC,23,0,2,7,4,200751,2,22015,0,1,1,L,10
"Foye, Randy",2,5,0,1,3,1,0.333,9,3,0.333,2,2,1,26-Dec-15,21500450,DEN @ SAS,27,0,0,1,9,200751,1,22015,1,2,1,L,19
"Foye, Randy",3,6,0,2,16,7,0.438,27,12,0.444,1,0,0,23-Dec-15,21500433,DEN @ PHX,40,0,3,9,31,200751,2,22015,0,4,1,W,44
"Foye, Randy",4,4,1,4,3,1,0.333,12,4,0.333,0,0,0,22-Dec-15,21500422,DEN vs. LAL,29,2,3,-7,9,200751,6,22015,0,1,1,L,24
"Foye, Randy",5,3,0,2,7,5,0.714,10,6,0.6,0,0,0,20-Dec-15,21500409,DEN vs. NOP,21,0,3,12,17,200751,2,22015,1,1,1,L,28
"Foye, Randy",6,2,0,0,1,0,0,1,0,0,0,0,0,18-Dec-15,21500395,DEN @ UTA,15,0,2,4,0,200751,0,22015,3,1,1,L,8
"Foye, Randy",7,2,0,2,6,5,0.833,9,7,0.778,0,0,0,15-Dec-15,21500368,DEN @ MIN,25,0,1,12,19,200751,2,22015,2,1,1,W,30
"Foye, Randy",8,3,0,3,2,0,0,3,0,0,4,3,0.75,14-Dec-15,21500365,DEN vs. HOU,12,0,0,-1,3,200751,3,22015,0,2,1,W,10
"Foye, Randy",9,1,0,0,1,0,0,2,0,0,0,0,0,11-Dec-15,21500340,DEN vs. MIN,3,0,1,-2,0,200751,0,22015,0,0,1,W,1
"Foye, Randy",10,1,0,2,2,1,0.5,3,2,0.667,0,0,0,8-Dec-15,21500317,DEN vs. ORL,17,0,2,-18,5,200751,2,22015,0,2,1,L,8
"Foye, Randy",11,1,0,4,4,0,0,10,4,0.4,3,3,1,5-Dec-15,21500289,DEN @ PHI,36,1,4,4,11,200751,5,22015,1,1,1,W,20
"Foye, Randy",12,4,0,2,4,1,0.25,9,3,0.333,5,5,1,3-Dec-15,21500278,DEN @ TOR,36,0,2,-2,12,200751,2,22015,0,4,1,W,19
"Foye, Randy",13,4,2,1,3,1,0.333,5,1,0.2,2,2,1,2-Dec-15,21500273,DEN @ CHI,21,0,2,6,5,200751,1,22015,1,0,1,L,18
"Foye, Randy",14,1,1,4,3,1,0.333,7,1,0.143,2,2,1,30-Nov-15,21500258,DEN @ MIL,24,3,1,-23,5,200751,7,22015,0,3,1,L,16
"Foye, Randy",15,3,0,0,4,1,0.25,9,2,0.222,0,0,0,28-Nov-15,21500241,DEN @ DAL,37,1,2,-6,5,200751,1,22015,0,1,1,L,10
"Foye, Randy",16,3,0,1,1,0,0,4,3,0.75,0,0,0,27-Nov-15,21500235,DEN vs. SAS,22,0,0,12,6,200751,1,22015,2,2,1,L,14
"Foye, Randy",17,2,0,1,3,1,0.333,4,1,0.25,0,0,0,24-Nov-15,21500212,DEN vs. LAC,13,2,2,-6,3,200751,3,22015,0,1,1,L,9
"Foye, Randy",18,1,0,0,1,0,0,2,0,0,0,0,0,22-Nov-15,21500200,DEN vs. GSW,14,0,1,3,0,200751,0,22015,1,0,1,L,3
"Foye, Randy",19,0,0,0,1,0,0,3,1,0.333,0,0,0,20-Nov-15,21500185,DEN vs. PHX,13,1,3,-13,2,200751,1,22015,0,0,1,L,3
"Foye, Randy",20,1,0,0,2,0,0,5,0,0,0,0,0,18-Nov-15,21500172,DEN @ SAS,16,0,2,-5,0,200751,0,22015,0,2,1,L,0
"Foye, Randy",21,2,0,4,5,0,0,8,2,0.25,1,1,1,17-Nov-15,21500163,DEN @ NOP,25,0,0,1,5,200751,4,22015,0,3,1,W,11
"Foye, Randy",22,3,1,0,4,0,0,13,4,0.308,0,0,0,14-Nov-15,21500143,DEN @ PHX,23,0,2,-18,8,200751,0,22015,0,0,1,L,14
"Foye, Randy",23,3,0,1,4,1,0.25,6,3,0.5,4,2,0.5,13-Nov-15,21500136,DEN vs. HOU,26,0,1,0,9,200751,1,22015,2,0,1,W,19
"Foye, Randy",24,0,0,2,2,0,0,5,2,0.4,0,0,0,11-Nov-15,21500121,DEN vs. MIL,17,1,4,-4,4,200751,3,22015,1,1,1,W,9
"Foye, Randy",25,3,0,1,4,3,0.75,6,4,0.667,2,2,1,9-Nov-15,21500102,DEN vs. POR,20,0,1,8,13,200751,1,22015,0,2,1,W,19
"Foye, Randy",26,2,0,3,2,0,0,5,0,0,0,0,0,6-Nov-15,21500083,DEN @ GSW,18,0,0,-6,0,200751,3,22015,0,2,1,L,5
"Foye, Randy",27,1,0,2,8,3,0.375,9,3,0.333,2,2,1,5-Nov-15,21500073,DEN vs. UTA,17,0,0,-2,11,200751,2,22015,0,0,1,L,16
"Foye, Randy",28,1,1,0,3,0,0,7,3,0.429,0,0,0,3-Nov-15,21500059,DEN @ LAL,16,0,2,4,6,200751,0,22015,0,1,1,W,9
"Foye, Randy",29,1,0,0,5,1,0.2,6,1,0.167,0,0,0,1-Nov-15,21500044,DEN @ OKC,16,0,0,-1,3,200751,0,22015,0,0,1,L,5
"Foye, Randy",30,0,0,0,2,0,0,2,0,0,0,0,0,30-Oct-15,21500029,DEN vs. MIN,8,0,0,-7,0,200751,0,22015,0,1,1,L,0
"Foye, Randy",31,2,0,4,6,1,0.167,6,1,0.167,0,0,0,28-Oct-15,21500010,DEN @ HOU,18,0,1,-5,3,200751,4,22015,2,1,1,W,3
"Barton, Will",0,0,1,3,4,2,0.5,8,4,0.5,0,0,0,29-Dec-15,21500473,DEN vs. CLE,17,0,0,-5,10,203115,3,22015,0,1,0,,16
"Barton, Will",1,5,0,3,6,1,0.167,16,8,0.5,3,2,0.667,27-Dec-15,21500456,DEN @ OKC,35,2,2,-3,19,203115,5,22015,0,0,1,L,33
"Barton, Will",2,3,0,4,5,2,0.4,14,7,0.5,0,0,0,26-Dec-15,21500450,DEN @ SAS,28,1,1,-5,16,203115,5,22015,1,1,1,L,29
"Barton, Will",3,5,0,9,5,3,0.6,15,7,0.467,1,0,0,23-Dec-15,21500433,DEN @ PHX,35,0,3,13,17,203115,9,22015,1,3,1,W,37
"Barton, Will",4,2,1,7,6,2,0.333,21,10,0.476,3,3,1,22-Dec-15,21500422,DEN vs. LAL,38,1,3,15,25,203115,8,22015,0,1,1,L,40
"Barton, Will",5,6,0,8,11,7,0.636,25,12,0.48,1,1,1,20-Dec-15,21500409,DEN vs. NOP,36,2,2,7,32,203115,10,22015,0,1,1,L,58
"Barton, Will",6,2,0,3,6,1,0.167,13,5,0.385,6,5,0.833,18-Dec-15,21500395,DEN @ UTA,23,0,2,-1,16,203115,3,22015,1,2,1,L,24
"Barton, Will",7,5,0,5,2,1,0.5,11,5,0.455,4,3,0.75,15-Dec-15,21500368,DEN @ MIN,31,2,3,8,14,203115,7,22015,0,3,1,W,29
"Barton, Will",8,3,0,7,6,2,0.333,18,8,0.444,5,5,1,14-Dec-15,21500365,DEN vs. HOU,33,2,1,10,23,203115,9,22015,3,2,1,W,44
"Barton, Will",9,3,0,9,4,1,0.25,14,6,0.429,0,0,0,11-Dec-15,21500340,DEN vs. MIN,35,0,2,4,13,203115,9,22015,2,2,1,W,32
"Barton, Will",10,1,1,4,10,3,0.3,23,9,0.391,4,2,0.5,8-Dec-15,21500317,DEN vs. ORL,38,0,3,-7,23,203115,4,22015,4,1,1,L,40
"Barton, Will",11,1,0,9,5,1,0.2,11,5,0.455,6,5,0.833,5-Dec-15,21500289,DEN @ PHI,33,0,0,2,16,203115,9,22015,1,2,1,W,30
"Barton, Will",12,4,1,3,6,3,0.5,13,6,0.462,7,7,1,3-Dec-15,21500278,DEN @ TOR,31,1,4,-6,22,203115,4,22015,0,2,1,W,35
"Barton, Will",13,2,0,7,3,1,0.333,12,6,0.5,4,3,0.75,2-Dec-15,21500273,DEN @ CHI,27,1,2,-15,16,203115,8,22015,0,0,1,L,29
"Barton, Will",14,1,0,6,2,2,1,8,4,0.5,0,0,0,30-Nov-15,21500258,DEN @ MIL,30,0,2,-7,10,203115,6,22015,0,2,1,L,19
"Barton, Will",15,3,1,7,8,4,0.5,13,4,0.308,2,2,1,28-Nov-15,21500241,DEN @ DAL,30,1,1,-6,14,203115,8,22015,1,2,1,L,33
"Barton, Will",16,2,0,7,3,1,0.333,10,5,0.5,2,1,0.5,27-Nov-15,21500235,DEN vs. SAS,29,2,0,-13,12,203115,9,22015,2,5,1,L,28
"Barton, Will",17,0,0,2,2,0,0,6,0,0,2,1,0.5,24-Nov-15,21500212,DEN vs. LAC,20,1,3,-14,1,203115,3,22015,0,2,1,L,3
