Player,G,AST,BLK,DREB,FG3A,FG3M,FG3_PCT,FGA,FGM,FG_PCT,FTA,FTM,FT_PCT,GAME_DATE,Game_ID,MATCHUP,MIN,OREB,PF,PLUS_MINUS,PTS,Player_ID,REB,SEASON_ID,STL,TOV,VIDEO_AVAILABLE,WL,FPTS
"Mejri, Salah",0,0,0,0,0,0,0,0,0,0,0,0,0,11-Nov-15,21500118,DAL vs. LAC,0,0,2,-1,0,1626257,0,22015,0,0,1,W,0
"Mejri, Salah",1,0,1,1,0,0,0,0,0,0,0,0,0,10-Nov-15,21500112,DAL @ NOP,10,0,0,9,0,1626257,1,22015,0,1,1,L,2
"Mejri, Salah",2,0,0,0,0,0,0,0,0,0,0,0,0,3-Nov-15,21500057,DAL vs. TOR,1,0,0,2,0,1626257,0,22015,0,0,1,L,0
"Mejri, Salah",3,0,1,2,0,0,0,1,0,0,0,0,0,29-Oct-15,21500020,DAL @ LAC,7,1,1,13,0,1626257,3,22015,1,0,1,L,7
"Mejri, Salah",4,0,0,1,0,0,0,0,0,0,0,0,0,28-Oct-15,21500014,DAL @ PHX,2,0,0,-9,0,1626257,1,22015,0,0,1,W,0
"Seraphin, Kevin",0,1,0,0,0,0,0,2,0,0,0,0,0,23-Dec-15,21500424,NYK @ CLE,5,0,1,-8,0,202338,0,22015,0,0,1,L,1
"Seraphin, Kevin",1,0,0,1,0,0,0,2,1,0.5,0,0,0,21-Dec-15,21500412,NYK vs. ORL,8,0,1,-5,2,202338,1,22015,0,0,1,L,3
"Seraphin, Kevin",2,0,1,2,0,0,0,4,1,0.25,0,0,0,18-Dec-15,21500388,NYK @ PHI,5,0,1,-13,2,202338,2,22015,0,0,1,W,6
"Seraphin, Kevin",3,1,0,0,0,0,0,2,1,0.5,1,1,1,16-Dec-15,21500375,NYK vs. MIN,7,1,0,7,3,202338,1,22015,0,1,1,W,5
"Seraphin, Kevin",4,1,0,3,0,0,0,3,1,0.333,0,0,0,9-Dec-15,21500327,NYK @ UTA,9,2,0,-4,2,202338,5,22015,0,2,1,L,8
"Seraphin, Kevin",5,0,1,4,0,0,0,8,3,0.375,0,0,0,7-Dec-15,21500307,NYK vs. DAL,16,1,0,-8,6,202338,5,22015,0,0,1,L,14
"Seraphin, Kevin",6,5,2,2,0,0,0,4,0,0,6,4,0.667,5-Dec-15,21500295,NYK @ MIL,24,2,3,7,4,202338,4,22015,0,2,1,L,19
"Seraphin, Kevin",7,2,1,3,0,0,0,4,1,0.25,2,2,1,4-Dec-15,21500283,NYK vs. BKN,14,0,3,-1,4,202338,3,22015,0,1,1,W,12
"Seraphin, Kevin",8,3,1,5,0,0,0,5,2,0.4,4,4,1,2-Dec-15,21500271,NYK vs. PHI,17,1,3,8,8,202338,6,22015,1,2,1,W,23
"Seraphin, Kevin",9,4,4,7,0,0,0,10,7,0.7,0,0,0,29-Nov-15,21500252,NYK vs. HOU,32,0,3,2,14,202338,7,22015,1,5,1,L,36
"Seraphin, Kevin",10,1,0,2,0,0,0,11,5,0.455,0,0,0,27-Nov-15,21500230,NYK vs. MIA,17,1,2,-9,10,202338,3,22015,0,2,1,L,14
"Seraphin, Kevin",11,1,0,0,0,0,0,2,0,0,0,0,0,25-Nov-15,21500216,NYK @ ORL,8,0,2,-13,0,202338,0,22015,0,1,1,L,1
"Seraphin, Kevin",12,0,0,0,0,0,0,4,1,0.25,0,0,0,23-Nov-15,21500204,NYK @ MIA,5,1,2,4,2,202338,1,22015,0,0,1,L,3
"Seraphin, Kevin",13,1,0,0,0,0,0,4,1,0.25,0,0,0,21-Nov-15,21500194,NYK @ HOU,7,3,1,-6,2,202338,3,22015,0,0,1,W,7
"Seraphin, Kevin",14,2,0,0,0,0,0,3,0,0,0,0,0,20-Nov-15,21500183,NYK @ OKC,11,0,5,2,0,202338,0,22015,1,0,1,W,5
"Seraphin, Kevin",15,4,2,3,0,0,0,10,5,0.5,0,0,0,17-Nov-15,21500162,NYK vs. CHA,21,2,2,3,10,202338,5,22015,0,2,1,W,25
"Seraphin, Kevin",16,2,0,2,0,0,0,8,6,0.75,0,0,0,15-Nov-15,21500145,NYK vs. NOP,14,1,1,9,12,202338,3,22015,1,2,1,W,19
"Seraphin, Kevin",17,0,0,0,0,0,0,1,1,1,0,0,0,11-Nov-15,21500113,NYK @ CHA,3,1,0,-7,2,202338,1,22015,0,1,1,L,2
"Seraphin, Kevin",18,0,1,0,0,0,0,3,1,0.333,0,0,0,10-Nov-15,21500109,NYK @ TOR,8,0,0,2,2,202338,0,22015,0,2,1,W,3
"Seraphin, Kevin",19,0,2,2,0,0,0,3,0,0,0,0,0,8-Nov-15,21500095,NYK vs. LAL,8,1,0,1,0,202338,3,22015,1,1,1,W,9
"Seraphin, Kevin",20,0,0,1,0,0,0,0,0,0,0,0,0,6-Nov-15,21500079,NYK vs. MIL,4,0,0,0,0,202338,1,22015,0,0,1,L,1
"Seraphin, Kevin",21,0,1,0,0,0,0,4,2,0.5,0,0,0,4-Nov-15,21500063,NYK @ CLE,10,0,1,6,4,202338,0,22015,0,0,1,L,6
"Seraphin, Kevin",22,0,0,2,0,0,0,3,1,0.333,0,0,0,2-Nov-15,21500048,NYK vs. SAS,5,0,1,1,2,202338,2,22015,0,0,1,L,2
"Galloway, Langston",0,3,0,4,0,0,0,1,1,1,0,0,0,29-Dec-15,21500469,NYK vs. DET,17,0,1,10,2,204038,4,22015,0,1,1,W,11
"Galloway, Langston",1,5,0,3,2,0,0,7,2,0.286,0,0,0,27-Dec-15,21500454,NYK @ BOS,26,0,6,0,4,204038,3,22015,0,0,1,L,15
"Galloway, Langston",2,4,3,3,4,2,0.5,6,3,0.5,3,3,1,26-Dec-15,21500442,NYK @ ATL,26,1,2,-21,11,204038,4,22015,0,3,1,L,27
"Galloway, Langston",3,0,1,5,1,0,0,6,2,0.333,0,0,0,23-Dec-15,21500424,NYK @ CLE,26,0,1,-8,4,204038,5,22015,0,0,1,L,12
"Galloway, Langston",4,3,0,4,4,1,0.25,7,3,0.429,3,3,1,21-Dec-15,21500412,NYK vs. ORL,26,0,2,5,10,204038,4,22015,0,1,1,L,19
"Galloway, Langston",5,3,0,3,2,0,0,7,3,0.429,1,1,1,19-Dec-15,21500400,NYK vs. CHI,25,0,0,17,7,204038,3,22015,1,1,1,W,16
"Galloway, Langston",6,3,0,1,1,1,1,5,3,0.6,1,0,0,18-Dec-15,21500388,NYK @ PHI,16,1,2,9,7,204038,2,22015,1,2,1,W,15
"Galloway, Langston",7,6,1,1,3,1,0.333,11,5,0.455,2,1,0.5,16-Dec-15,21500375,NYK vs. MIN,32,2,1,-1,12,204038,3,22015,1,0,1,W,29
"Galloway, Langston",8,3,0,4,3,1,0.333,8,2,0.25,2,2,1,12-Dec-15,21500352,NYK @ POR,30,0,2,9,7,204038,4,22015,0,0,1,W,17
"Galloway, Langston",9,0,0,4,2,1,0.5,6,2,0.333,4,4,1,10-Dec-15,21500332,NYK @ SAC,18,0,2,1,9,204038,4,22015,1,1,1,L,16
"Galloway, Langston",10,0,0,0,1,1,1,4,2,0.5,0,0,0,9-Dec-15,21500327,NYK @ UTA,22,0,0,-9,5,204038,0,22015,0,0,1,L,5
"Galloway, Langston",11,2,0,3,2,1,0.5,6,1,0.167,0,0,0,7-Dec-15,21500307,NYK vs. DAL,22,1,0,-8,3,204038,4,22015,2,1,1,L,15
"Galloway, Langston",12,4,0,6,2,0,0,5,1,0.2,2,2,1,5-Dec-15,21500295,NYK @ MIL,27,0,3,8,4,204038,6,22015,3,0,1,L,23
"Galloway, Langston",13,2,0,5,5,2,0.4,9,3,0.333,0,0,0,4-Dec-15,21500283,NYK vs. BKN,20,0,0,6,8,204038,5,22015,1,0,1,W,20
"Galloway, Langston",14,0,0,2,2,0,0,5,0,0,2,2,1,2-Dec-15,21500271,NYK vs. PHI,22,1,1,1,2,204038,3,22015,1,0,1,W,7
"Galloway, Langston",15,4,0,0,4,0,0,9,2,0.222,0,0,0,29-Nov-15,21500252,NYK vs. HOU,26,0,3,-7,4,204038,0,22015,1,3,1,L,10
"Galloway, Langston",16,2,0,4,2,1,0.5,9,3,0.333,3,1,0.333,27-Nov-15,21500230,NYK vs. MIA,29,0,1,-7,8,204038,4,22015,0,0,1,L,16
"Galloway, Langston",17,1,0,1,2,0,0,5,0,0,0,0,0,25-Nov-15,21500216,NYK @ ORL,16,0,5,-10,0,204038,1,22015,0,1,1,L,2
"Galloway, Langston",18,1,0,3,5,0,0,9,1,0.111,0,0,0,23-Nov-15,21500204,NYK @ MIA,23,1,4,-22,2,204038,4,22015,1,0,1,L,10
"Galloway, Langston",19,2,1,1,4,2,0.5,9,4,0.444,3,2,0.667,21-Nov-15,21500194,NYK @ HOU,24,2,3,2,12,204038,3,22015,1,0,1,W,23
"Galloway, Langston",20,2,0,2,2,1,0.5,4,2,0.5,0,0,0,20-Nov-15,21500183,NYK @ OKC,20,0,3,-1,5,204038,2,22015,5,2,1,W,20
"Galloway, Langston",21,5,0,4,5,3,0.6,8,3,0.375,0,0,0,17-Nov-15,21500162,NYK vs. CHA,28,0,3,5,9,204038,4,22015,1,1,1,W,24
"Galloway, Langston",22,1,0,2,2,1,0.5,6,5,0.833,4,4,1,15-Nov-15,21500145,NYK vs. NOP,26,1,0,-1,15,204038,3,22015,2,1,1,W,24
"Galloway, Langston",23,2,0,5,4,1,0.25,9,3,0.333,0,0,0,13-Nov-15,21500130,NYK vs. CLE,29,1,5,1,7,204038,6,22015,1,1,1,L,19
"Galloway, Langston",24,0,0,0,1,0,0,6,2,0.333,0,0,0,11-Nov-15,21500113,NYK @ CHA,19,0,2,-4,4,204038,0,22015,0,0,1,L,4
"Galloway, Langston",25,4,0,3,3,2,0.667,10,6,0.6,2,1,0.5,10-Nov-15,21500109,NYK @ TOR,28,1,3,10,15,204038,4,22015,0,1,1,W,26
"Galloway, Langston",26,1,0,4,4,3,0.75,9,5,0.556,1,1,1,8-Nov-15,21500095,NYK vs. LAL,27,0,1,17,14,204038,4,22015,1,0,1,W,24
"Galloway, Langston",27,2,0,6,5,2,0.4,9,3,0.333,7,5,0.714,6-Nov-15,21500079,NYK vs. MIL,32,1,2,0,13,204038,7,22015,1,0,1,L,27
"Galloway, Langston",28,0,0,2,5,3,0.6,9,4,0.444,2,1,0.5,4-Nov-15,21500063,NYK @ CLE,29,2,1,-22,12,204038,4,22015,2,1,1,L,22
"Galloway, Langston",29,1,0,4,0,0,0,5,2,0.4,4,2,0.5,2-Nov-15,21500048,NYK vs. SAS,29,1,0,-14,6,204038,5,22015,1,1,1,L,15
"Galloway, Langston",30,4,1,6,3,2,0.667,8,4,0.5,5,4,0.8,31-Oct-15,21500034,NYK @ WAS,28,1,3,8,14,204038,7,22015,1,1,1,W,33
"Galloway, Langston",31,3,0,4,4,2,0.5,4,2,0.5,2,2,1,29-Oct-15,21500019,NYK vs. ATL,25,0,2,5,8,204038,4,22015,1,0,1,L,20
"Galloway, Langston",32,3,0,2,5,4,0.8,10,5,0.5,2,2,1,28-Oct-15,21500012,NYK @ MIL,25,2,4,13,16,204038,4,22015,0,0,1,W,16
"Calderon, Jose",0,4,0,2,4,3,0.75,6,5,0.833,2,2,1,29-Dec-15,21500469,NYK vs. DET,33,0,2,9,15,101181,2,22015,0,0,1,W,25
"Calderon, Jose",1,1,0,2,0,0,0,3,1,0.333,0,0,0,27-Dec-15,21500454,NYK @ BOS,22,0,0,-9,2,101181,2,22015,1,1,1,L,7
"Calderon, Jose",2,8,1,3,3,2,0.667,5,3,0.6,0,0,0,26-Dec-15,21500442,NYK @ ATL,24,1,1,-1,8,101181,4,22015,2,0,1,L,32
"Calderon, Jose",3,6,0,3,1,1,1,5,4,0.8,1,1,1,23-Dec-15,21500424,NYK @ CLE,35,0,1,-14,10,101181,3,22015,1,1,1,L,24
"Calderon, Jose",4,2,0,1,2,0,0,3,1,0.333,2,2,1,21-Dec-15,21500412,NYK vs. ORL,18,1,2,-6,4,101181,2,22015,1,2,1,L,10
"Calderon, Jose",5,5,0,2,5,1,0.2,5,1,0.2,2,2,1,19-Dec-15,21500400,NYK vs. CHI,23,0,2,-1,5,101181,2,22015,0,0,1,W,15
"Calderon, Jose",6,6,0,4,1,0,0,2,0,0,2,1,0.5,18-Dec-15,21500388,NYK @ PHI,24,1,2,12,1,101181,5,22015,0,0,1,W,16
"Calderon, Jose",7,3,0,8,3,1,0.333,3,1,0.333,0,0,0,16-Dec-15,21500375,NYK vs. MIN,25,0,0,15,3,101181,8,22015,0,4,1,W,16
"Calderon, Jose",8,3,0,1,3,0,0,4,0,0,0,0,0,12-Dec-15,21500352,NYK @ POR,20,0,2,-14,0,101181,1,22015,0,0,1,W,5
"Calderon, Jose",9,3,0,1,5,2,0.4,7,3,0.429,0,0,0,10-Dec-15,21500332,NYK @ SAC,32,1,1,-1,8,101181,2,22015,1,1,1,L,17
"Calderon, Jose",10,2,1,2,2,1,0.5,5,4,0.8,0,0,0,9-Dec-15,21500327,NYK @ UTA,21,1,1,-18,9,101181,3,22015,0,0,1,L,18
"Calderon, Jose",11,5,0,7,4,3,0.75,7,5,0.714,1,1,1,7-Dec-15,21500307,NYK vs. DAL,35,0,3,-2,14,101181,7,22015,1,1,1,L,33
"Calderon, Jose",12,5,0,6,2,0,0,4,2,0.5,0,0,0,5-Dec-15,21500295,NYK @ MIL,26,0,0,-21,4,101181,6,22015,0,0,1,L,19
"Calderon, Jose",13,9,0,4,1,0,0,2,0,0,2,1,0.5,4-Dec-15,21500283,NYK vs. BKN,29,0,1,13,1,101181,4,22015,2,2,1,W,22
"Calderon, Jose",14,5,0,2,3,1,0.333,8,4,0.5,2,2,1,2-Dec-15,21500271,NYK vs. PHI,27,0,0,11,11,101181,2,22015,2,0,1,W,25
"Calderon, Jose",15,5,0,5,4,1,0.25,7,2,0.286,2,2,1,29-Nov-15,21500252,NYK vs. HOU,38,0,4,-3,7,101181,5,22015,1,5,1,L,20
"Calderon, Jose",16,0,0,1,1,0,0,5,2,0.4,0,0,0,27-Nov-15,21500230,NYK vs. MIA,25,0,1,-16,4,101181,1,22015,0,0,1,L,5
"Calderon, Jose",17,4,0,3,8,4,0.5,14,8,0.571,4,3,0.75,25-Nov-15,21500216,NYK @ ORL,35,0,1,0,23,101181,3,22015,1,1,1,L,36
"Calderon, Jose",18,2,0,3,1,0,0,4,2,0.5,0,0,0,23-Nov-15,21500204,NYK @ MIA,32,0,1,-1,4,101181,3,22015,1,0,1,L,12
"Calderon, Jose",19,7,0,0,5,3,0.6,5,3,0.6,2,2,1,21-Nov-15,21500194,NYK @ HOU,33,0,2,8,11,101181,0,22015,1,0,1,W,25
"Calderon, Jose",20,7,0,2,2,2,1,7,4,0.571,0,0,0,20-Nov-15,21500183,NYK @ OKC,30,2,0,-5,10,101181,4,22015,3,2,1,W,31
"Calderon, Jose",21,3,0,3,3,2,0.667,6,2,0.333,2,2,1,17-Nov-15,21500162,NYK vs. CHA,31,0,1,6,8,101181,3,22015,1,1,1,W,18
"Calderon, Jose",22,3,0,2,1,0,0,5,4,0.8,0,0,0,15-Nov-15,21500145,NYK vs. NOP,21,0,2,7,8,101181,2,22015,0,0,1,W,15
"Calderon, Jose",23,2,0,2,2,2,1,5,4,0.8,0,0,0,13-Nov-15,21500130,NYK vs. CLE,22,0,3,-12,10,101181,2,22015,3,4,1,L,20
"Calderon, Jose",24,5,0,2,4,1,0.25,9,6,0.667,0,0,0,11-Nov-15,21500113,NYK @ CHA,28,0,1,3,13,101181,2,22015,1,2,1,L,24
"Calderon, Jose",25,2,0,3,4,2,0.5,8,3,0.375,0,0,0,10-Nov-15,21500109,NYK @ TOR,29,0,3,-8,8,101181,3,22015,1,0,1,W,17
"Calderon, Jose",26,3,0,4,6,2,0.333,12,6,0.5,0,0,0,8-Nov-15,21500095,NYK vs. LAL,35,1,1,5,14,101181,5,22015,2,1,1,W,29
"Calderon, Jose",27,5,0,1,3,0,0,3,0,0,0,0,0,6-Nov-15,21500079,NYK vs. MIL,16,1,2,-7,0,101181,2,22015,0,1,1,L,9
"Calderon, Jose",28,5,0,2,1,0,0,5,1,0.2,0,0,0,4-Nov-15,21500063,NYK @ CLE,29,1,0,0,2,101181,3,22015,0,1,1,L,12
"Calderon, Jose",29,2,0,0,2,2,1,5,2,0.4,0,0,0,2-Nov-15,21500048,NYK vs. SAS,23,0,2,-1,6,101181,0,22015,1,1,1,L,11
"Calderon, Jose",30,3,0,0,4,1,0.25,9,4,0.444,1,1,1,31-Oct-15,21500034,NYK @ WAS,21,0,3,-7,10,101181,0,22015,1,2,1,W,16
"Calderon, Jose",31,1,0,1,2,0,0,5,0,0,2,2,1,29-Oct-15,21500019,NYK vs. ATL,18,0,2,-18,2,101181,1,22015,1,0,1,L,6
"Calderon, Jose",32,1,0,3,4,1,0.25,5,1,0.2,0,0,0,28-Oct-15,21500012,NYK @ MIL,18,0,4,1,3,101181,3,22015,0,1,1,W,3
"Afflalo, Arron",0,2,0,6,2,1,0.5,9,4,0.444,0,0,0,29-Dec-15,21500469,NYK vs. DET,31,0,1,-5,9,201167,6,22015,1,0,1,W,22
"Afflalo, Arron",1,1,0,4,3,0,0,10,2,0.2,0,0,0,27-Dec-15,21500454,NYK @ BOS,33,0,2,-8,4,201167,4,22015,0,0,1,L,10
"Afflalo, Arron",2,1,0,3,4,1,0.25,10,4,0.4,1,1,1,26-Dec-15,21500442,NYK @ ATL,32,0,1,-7,10,201167,3,22015,0,2,1,L,14
"Afflalo, Arron",3,3,0,5,4,0,0,17,6,0.353,4,4,1,23-Dec-15,21500424,NYK @ CLE,36,0,2,0,16,201167,5,22015,1,2,1,L,27
"Afflalo, Arron",4,3,0,3,3,0,0,8,2,0.25,0,0,0,21-Dec-15,21500412,NYK vs. ORL,33,2,2,-12,4,201167,5,22015,0,1,1,L,14
"Afflalo, Arron",5,3,0,4,1,1,1,14,8,0.571,2,1,0.5,19-Dec-15,21500400,NYK vs. CHI,34,0,2,22,18,201167,4,22015,0,1,1,W,27
"Afflalo, Arron",6,1,1,6,5,3,0.6,13,9,0.692,1,1,1,18-Dec-15,21500388,NYK @ PHI,26,1,0,18,22,201167,7,22015,1,0,1,W,37
"Afflalo, Arron",7,1,0,3,5,3,0.6,14,9,0.643,9,8,0.889,16-Dec-15,21500375,NYK vs. MIN,34,0,1,13,29,201167,3,22015,0,1,1,W,35
"Afflalo, Arron",8,0,0,1,4,2,0.5,11,5,0.455,4,3,0.75,12-Dec-15,21500352,NYK @ POR,40,0,3,9,15,201167,1,22015,0,2,1,W,16
"Afflalo, Arron",9,2,1,4,6,0,0,14,6,0.429,2,2,1,10-Dec-15,21500332,NYK @ SAC,33,0,5,-1,14,201167,4,22015,1,2,1,L,25
"Afflalo, Arron",10,2,0,3,1,0,0,5,2,0.4,0,0,0,9-Dec-15,21500327,NYK @ UTA,22,0,2,-20,4,201167,3,22015,0,0,1,L,10
"Afflalo, Arron",11,4,0,6,2,0,0,6,2,0.333,2,2,1,7-Dec-15,21500307,NYK vs. DAL,30,0,4,-7,6,201167,6,22015,0,0,1,L,19
"Afflalo, Arron",12,0,0,2,4,0,0,12,6,0.5,2,1,0.5,5-Dec-15,21500295,NYK @ MIL,32,0,3,-25,13,201167,2,22015,0,1,1,L,15
"Afflalo, Arron",13,1,0,3,2,1,0.5,11,7,0.636,3,3,1,4-Dec-15,21500283,NYK vs. BKN,29,0,2,13,18,201167,3,22015,0,1,1,W,23
"Afflalo, Arron",14,0,0,7,4,1,0.25,10,6,0.6,0,0,0,2-Dec-15,21500271,NYK vs. PHI,23,1,3,13,13,201167,8,22015,1,1,1,W,25
"Afflalo, Arron",15,3,0,6,4,2,0.5,19,13,0.684,4,3,0.75,29-Nov-15,21500252,NYK vs. HOU,41,1,1,-6,31,201167,7,22015,1,1,1,L,46
"Afflalo, Arron",16,1,1,3,1,0,0,7,2,0.286,0,0,0,27-Nov-15,21500230,NYK vs. MIA,19,0,2,-12,4,201167,3,22015,0,0,1,L,11
"Afflalo, Arron",17,1,0,1,4,2,0.5,11,4,0.364,0,0,0,25-Nov-15,21500216,NYK @ ORL,31,0,3,2,10,201167,1,22015,0,1,1,L,13
"Afflalo, Arron",18,3,0,1,4,1,0.25,10,4,0.4,2,2,1,23-Nov-15,21500204,NYK @ MIA,33,2,3,-9,11,201167,3,22015,0,2,1,L,18
"Afflalo, Arron",19,3,0,6,7,4,0.571,18,6,0.333,2,0,0,21-Nov-15,21500194,NYK @ HOU,35,0,0,12,16,201167,6,22015,0,1,1,W,29
"Afflalo, Arron",20,1,0,2,3,2,0.667,11,6,0.545,0,0,0,20-Nov-15,21500183,NYK @ OKC,29,0,5,4,14,201167,2,22015,0,3,1,W,17
"Afflalo, Arron",21,3,0,3,5,2,0.4,15,7,0.467,0,0,0,17-Nov-15,21500162,NYK vs. CHA,36,0,1,22,16,201167,3,22015,0,1,1,W,24
"Afflalo, Arron",22,0,0,3,1,0,0,7,2,0.286,0,0,0,15-Nov-15,21500145,NYK vs. NOP,26,0,1,3,4,201167,3,22015,0,0,1,W,7
"Afflalo, Arron",23,4,0,3,4,1,0.25,13,6,0.462,1,1,1,13-Nov-15,21500130,NYK vs. CLE,30,0,3,-2,14,201167,3,22015,0,0,1,L,24
"Afflalo, Arron",24,1,0,4,3,0,0,13,6,0.462,0,0,0,11-Nov-15,21500113,NYK @ CHA,28,2,2,0,12,201167,6,22015,0,0,1,L,12
"Porzingis, Kristaps",0,1,2,1,1,0,0,6,4,0.667,2,2,1,29-Dec-15,21500469,NYK vs. DET,19,1,2,0,10,204001,2,22015,0,1,1,W,17
"Porzingis, Kristaps",1,0,3,8,1,0,0,13,4,0.308,8,8,1,27-Dec-15,21500454,NYK @ BOS,28,4,4,-6,16,204001,12,22015,2,2,1,L,41
"Porzingis, Kristaps",2,1,1,1,2,1,0.5,10,3,0.3,2,2,1,26-Dec-15,21500442,NYK @ ATL,21,1,1,-3,9,204001,2,22015,0,2,1,L,14
"Porzingis, Kristaps",3,4,1,10,5,4,0.8,18,8,0.444,4,3,0.75,23-Dec-15,21500424,NYK @ CLE,38,3,1,-8,23,204001,13,22015,1,1,1,L,52
"Porzingis, Kristaps",4,1,4,6,6,1,0.167,12,3,0.25,2,2,1,21-Dec-15,21500412,NYK vs. ORL,25,2,1,2,9,204001,8,22015,0,2,1,L,28
"Porzingis, Kristaps",5,3,1,5,3,0,0,9,4,0.444,3,2,0.667,19-Dec-15,21500400,NYK vs. CHI,29,2,5,13,10,204001,7,22015,1,0,1,W,27
"Porzingis, Kristaps",6,1,3,3,2,0,0,9,3,0.333,2,2,1,18-Dec-15,21500388,NYK @ PHI,26,1,1,15,8,204001,4,22015,1,2,1,W,21
"Porzingis, Kristaps",7,3,7,4,6,1,0.167,14,4,0.286,2,2,1,16-Dec-15,21500375,NYK vs. MIN,29,2,2,4,11,204001,6,22015,0,3,1,W,36
"Porzingis, Kristaps",8,0,0,3,0,0,0,6,0,0,0,0,0,12-Dec-15,21500352,NYK @ POR,19,0,3,-8,0,204001,3,22015,2,2,1,W,6
"Porzingis, Kristaps",9,2,3,5,2,1,0.5,11,4,0.364,5,4,0.8,10-Dec-15,21500332,NYK @ SAC,34,2,4,-2,13,204001,7,22015,2,3,1,L,33
"Porzingis, Kristaps",10,0,0,2,2,0,0,8,2,0.25,0,0,0,9-Dec-15,21500327,NYK @ UTA,13,1,2,-27,4,204001,3,22015,0,1,1,L,7
"Porzingis, Kristaps",11,1,2,2,4,2,0.5,18,13,0.722,0,0,0,7-Dec-15,21500307,NYK vs. DAL,35,0,1,-2,28,204001,2,22015,1,2,1,L,38
"Porzingis, Kristaps",12,1,0,4,1,0,0,8,4,0.5,4,4,1,5-Dec-15,21500295,NYK @ MIL,22,3,5,-15,12,204001,7,22015,0,5,1,L,19
"Porzingis, Kristaps",13,2,2,8,4,3,0.75,13,7,0.538,2,2,1,4-Dec-15,21500283,NYK vs. BKN,26,2,3,15,19,204001,10,22015,0,1,1,W,41
"Porzingis, Kristaps",14,2,4,9,2,2,1,10,6,0.6,3,3,1,2-Dec-15,21500271,NYK vs. PHI,30,1,1,6,17,204001,10,22015,0,2,1,W,42
"Porzingis, Kristaps",15,1,2,10,1,0,0,13,8,0.615,4,4,1,29-Nov-15,21500252,NYK vs. HOU,41,3,5,2,20,204001,13,22015,1,2,1,L,44
"Porzingis, Kristaps",16,0,3,8,1,0,0,11,5,0.455,2,1,0.5,27-Nov-15,21500230,NYK vs. MIA,24,0,5,-6,11,204001,8,22015,2,3,1,L,29
"Porzingis, Kristaps",17,3,6,7,4,0,0,13,3,0.231,6,4,0.667,25-Nov-15,21500216,NYK @ ORL,36,2,1,-2,10,204001,9,22015,0,2,1,L,36
"Porzingis, Kristaps",18,1,2,13,5,3,0.6,18,7,0.389,3,3,1,23-Nov-15,21500204,NYK @ MIA,37,1,4,-8,20,204001,14,22015,1,1,1,L,47
"Porzingis, Kristaps",19,2,7,9,3,2,0.667,12,8,0.667,6,6,1,21-Nov-15,21500194,NYK @ HOU,36,5,1,14,24,204001,14,22015,0,3,1,W,59
"Porzingis, Kristaps",20,2,1,6,2,1,0.5,5,2,0.4,4,2,0.5,20-Nov-15,21500183,NYK @ OKC,26,0,1,1,7,204001,6,22015,0,2,1,W,19
"Porzingis, Kristaps",21,0,1,9,2,2,1,17,10,0.588,7,7,1,17-Nov-15,21500162,NYK vs. CHA,31,2,2,20,29,204001,11,22015,0,1,1,W,46
"Porzingis, Kristaps",22,0,1,3,4,1,0.25,15,4,0.267,2,1,0.5,15-Nov-15,21500145,NYK vs. NOP,23,1,4,6,10,204001,4,22015,1,0,1,W,19
"Porzingis, Kristaps",23,1,0,4,4,1,0.25,11,5,0.455,0,0,0,13-Nov-15,21500130,NYK vs. CLE,28,3,1,1,11,204001,7,22015,0,1,1,L,21
"Porzingis, Kristaps",24,0,2,13,1,0,0,10,5,0.5,0,0,0,11-Nov-15,21500113,NYK @ CHA,32,2,2,9,10,204001,15,22015,0,3,1,L,32
"Porzingis, Kristaps",25,1,0,3,1,0,0,11,3,0.273,2,2,1,10-Nov-15,21500109,NYK @ TOR,20,3,3,7,8,204001,6,22015,0,3,1,W,15
"Porzingis, Kristaps",26,1,2,8,3,1,0.333,10,3,0.3,6,5,0.833,8-Nov-15,21500095,NYK vs. LAL,26,2,4,18,12,204001,10,22015,0,0,1,W,32
"Porzingis, Kristaps",27,1,1,4,4,1,0.25,13,6,0.462,2,1,0.5,6-Nov-15,21500079,NYK vs. MIL,28,9,3,-6,14,204001,13,22015,0,2,1,L,34
"Porzingis, Kristaps",28,1,2,3,4,1,0.25,11,6,0.545,0,0,0,4-Nov-15,21500063,NYK @ CLE,21,1,5,-1,13,204001,4,22015,2,0,1,L,28
"Porzingis, Kristaps",29,1,2,6,5,1,0.2,15,5,0.333,2,2,1,2-Nov-15,21500048,NYK vs. SAS,24,8,5,-8,13,204001,14,22015,3,2,1,L,43
"Porzingis, Kristaps",30,0,0,5,0,0,0,6,3,0.5,2,2,1,31-Oct-15,21500034,NYK @ WAS,21,1,4,10,8,204001,6,22015,0,1,1,W,15
"Porzingis, Kristaps",31,0,1,6,4,0,0,10,4,0.4,2,2,1,29-Oct-15,21500019,NYK vs. ATL,26,2,5,-5,10,204001,8,22015,3,4,1,L,26
"Porzingis, Kristaps",32,1,1,3,2,1,0.5,11,3,0.273,12,9,0.75,28-Oct-15,21500012,NYK @ MIL,24,2,3,1,16,204001,5,22015,1,2,1,W,16
"Anthony, Carmelo",0,6,0,5,5,2,0.4,24,11,0.458,0,0,0,29-Dec-15,21500469,NYK vs. DET,38,1,3,11,24,2546,6,22015,1,3,1,W,42
